Manufacturer,Model,Engine Size (L),Fuel Type,Year of Manufacture,Mileage,Price
Chevrolet,Cruze,2.085633795,Hybrid,2002,11544,45648
Tesla,Civic,3.259475274,Electric,2012,158498,19993
Honda,Golf,1.067777678,Petrol,2017,21123,35750
Chevrolet,3 Series,1.045361301,Petrol,2006,35292,12980
Mercedes-Benz,Civic,1.927652133,Diesel,2012,66869,10639
BMW,Corolla,4.842727482,Petrol,2004,73073,38680
Mercedes-Benz,Altima,2.880076784,Electric,2008,157515,1080
Volkswagen,Civic,2.33276651,Diesel,2004,118130,39090
Ford,Fiesta,1.567085926,Hybrid,2011,69867,41153
Chevrolet,3 Series,4.316509256,Petrol,2010,150473,20238
Mercedes-Benz,A4,3.46515979,Electric,2002,199621,9180
Toyota,Corolla,3.423175524,Hybrid,2017,187357,12793
Mercedes-Benz,Model 3,4.872797745,Hybrid,2000,25466,44202
Honda,Altima,3.288170978,Hybrid,2002,166846,40401
BMW,Corolla,4.733092637,Diesel,2018,1742,42699
Mercedes-Benz,Cruze,2.273915726,Diesel,2011,106388,13647
Honda,Civic,4.443681146,Hybrid,2011,67011,29403
Audi,C-Class,3.338552946,Petrol,2008,75053,37018
Tesla,Golf,1.824544513,Petrol,2010,55077,25626
Mercedes-Benz,A4,4.231225936,Diesel,2003,169602,28990
Toyota,C-Class,4.692930103,Diesel,2016,35287,25585
BMW,Model 3,2.865072672,Hybrid,2009,130284,21838
Honda,3 Series,4.503473052,Electric,2022,28115,31039
Ford,Cruze,3.487786454,Petrol,2014,85628,43188
Tesla,Cruze,2.792921252,Diesel,2019,113075,25333
Toyota,Corolla,3.624091524,Electric,2010,137568,35941
Volkswagen,Cruze,4.772387985,Petrol,2004,87415,31175
Chevrolet,Civic,1.436957806,Diesel,2000,104165,6743
Nissan,Cruze,4.038947002,Electric,2004,1440,19125
Toyota,Fiesta,1.268158486,Petrol,2014,128312,37091
Volkswagen,Civic,4.386125247,Petrol,2015,24068,17420
BMW,C-Class,4.168883173,Hybrid,2015,89027,45634
Audi,3 Series,2.679870758,Diesel,2021,61995,19959
Nissan,Fiesta,3.473101252,Electric,2020,140228,25476
Audi,Civic,4.426278812,Hybrid,2008,187729,28954
Volkswagen,3 Series,3.04498039,Electric,2013,166869,22797
Nissan,Corolla,2.074973068,Diesel,2013,55597,16440
Tesla,Fiesta,2.474241094,Electric,2012,192232,31590
BMW,C-Class,3.259827387,Diesel,2007,182683,8518
BMW,Fiesta,2.926336766,Petrol,2004,45957,27686
BMW,Model 3,4.015642079,Diesel,2010,195474,18219
Mercedes-Benz,Fiesta,1.242597507,Electric,2017,185580,27961
Tesla,A4,2.938249552,Hybrid,2013,73163,34070
Toyota,Golf,2.768017623,Hybrid,2000,116874,44987
BMW,Corolla,4.509595533,Electric,2021,41643,22925
Volkswagen,Model 3,3.51693648,Petrol,2021,50663,21615
Mercedes-Benz,Cruze,3.615388704,Electric,2017,185793,43447
Mercedes-Benz,3 Series,2.931352779,Hybrid,2018,156566,31599
Volkswagen,Golf,1.889943527,Diesel,2000,160185,14760
Honda,A4,1.370526416,Petrol,2005,171604,18966
Mercedes-Benz,Civic,2.752055306,Diesel,2015,148108,45186
Volkswagen,Cruze,1.975346508,Hybrid,2021,195396,39183
Honda,Altima,1.444955511,Diesel,2002,87647,9060
Chevrolet,Altima,2.12075979,Electric,2000,129174,41137
Nissan,Altima,2.492118706,Petrol,2020,48342,46664
Tesla,Fiesta,2.259571067,Diesel,2014,135132,18080
Ford,Corolla,3.415829622,Hybrid,2012,13592,28090
BMW,A4,2.513715487,Electric,2010,136694,44735
BMW,3 Series,3.538291606,Diesel,2015,46619,7775
Chevrolet,Fiesta,3.440992732,Diesel,2016,85951,20310
Nissan,A4,1.569081054,Electric,2002,97642,20715
Ford,3 Series,4.633514354,Diesel,2003,123120,10498
Ford,Civic,1.054037602,Hybrid,2009,44578,47375
Toyota,Corolla,4.790174943,Hybrid,2014,108163,22073
Ford,Cruze,1.475257746,Hybrid,2019,150417,23217
Nissan,Corolla,1.583152142,Diesel,2017,72711,11046
Volkswagen,Golf,1.909635161,Electric,2020,105005,49010
Nissan,Civic,3.726540813,Petrol,2007,29023,49740
Nissan,Model 3,3.336970913,Petrol,2006,155967,10650
Volkswagen,Fiesta,2.544157482,Hybrid,2015,97391,31584
Ford,Civic,1.305885379,Diesel,2011,93275,8284
Honda,Altima,4.197246247,Hybrid,2004,75409,13667
BMW,Model 3,1.619952852,Hybrid,2013,144545,21051
Audi,Fiesta,1.304990064,Hybrid,2021,189461,10302
Volkswagen,Civic,2.735301556,Diesel,2016,28651,13814
Honda,A4,1.886339987,Electric,2014,124064,10195
BMW,Altima,2.031555273,Electric,2000,190467,5472
Ford,Civic,1.032745818,Diesel,2011,16683,4019
Tesla,A4,1.395840848,Electric,2007,152208,6181
Volkswagen,Cruze,3.168614864,Electric,2010,155394,26326
Tesla,Model 3,1.850094432,Diesel,2015,54330,33692
Tesla,Civic,2.294999489,Petrol,2019,12421,44895
Mercedes-Benz,Altima,1.564434519,Hybrid,2018,7619,41922
Volkswagen,Model 3,2.54654606,Electric,2016,144862,33587
Volkswagen,Corolla,3.551107044,Diesel,2000,80404,48865
Honda,Corolla,1.818698932,Petrol,2000,170832,18107
Audi,A4,1.904192896,Hybrid,2019,81691,18519
Volkswagen,C-Class,2.748420827,Electric,2020,162455,20027
Audi,3 Series,3.054342477,Hybrid,2016,86096,14965
Volkswagen,C-Class,1.726791935,Petrol,2016,177157,16146
Tesla,Model 3,2.293856525,Diesel,2007,4805,2017
BMW,3 Series,1.570357522,Electric,2003,172502,44931
Mercedes-Benz,Golf,2.156382533,Diesel,2015,142555,20546
Volkswagen,Altima,4.911869677,Electric,2011,98712,2533
Tesla,Golf,1.86190194,Diesel,2003,45029,36794
Volkswagen,3 Series,2.506609351,Diesel,2016,187409,32391
Ford,Model 3,3.69019982,Diesel,2009,39144,24730
Ford,Corolla,4.802108434,Diesel,2008,55483,48815
Chevrolet,Model 3,2.565904537,Diesel,2000,8982,20241
Chevrolet,C-Class,2.263388394,Petrol,2016,172098,21392
Mercedes-Benz,3 Series,3.814978067,Diesel,2000,90732,1685
Mercedes-Benz,Cruze,3.438531841,Diesel,2000,122557,18982
BMW,Corolla,3.035833988,Hybrid,2005,24928,38170
Tesla,Cruze,1.071164646,Petrol,2012,118250,30639
Audi,3 Series,4.173082711,Petrol,2003,146133,46865
Chevrolet,Corolla,3.966376212,Hybrid,2016,43392,38697
Chevrolet,C-Class,1.353116257,Hybrid,2008,112778,20104
Volkswagen,Corolla,3.735649871,Petrol,2014,70162,40530
Toyota,Golf,3.030949694,Electric,2021,83785,23197
Audi,Model 3,2.728951055,Electric,2004,187023,11423
Mercedes-Benz,Civic,3.864453181,Diesel,2010,126180,49514
Audi,C-Class,2.651130053,Hybrid,2005,116983,3581
Nissan,A4,1.350365962,Electric,2022,122073,43149
Ford,Model 3,2.275916773,Diesel,2007,114112,18240
Honda,Cruze,1.01855578,Hybrid,2004,107501,6511
Audi,C-Class,4.56373923,Petrol,2009,89122,13271
Toyota,Fiesta,4.699062823,Hybrid,2005,1869,6355
Nissan,Altima,4.031783915,Electric,2015,96594,4862
Nissan,Cruze,1.25725926,Electric,2000,195463,5289
Mercedes-Benz,Model 3,2.998342075,Diesel,2004,44493,35825
Honda,C-Class,1.279601774,Hybrid,2008,18020,45527
Volkswagen,C-Class,1.54532806,Hybrid,2015,27813,40918
Nissan,Model 3,1.527346926,Electric,2011,195124,29710
Honda,Fiesta,1.357891843,Petrol,2015,78332,43494
Nissan,Fiesta,3.511838597,Hybrid,2012,49357,39358
Toyota,Altima,4.66822466,Hybrid,2004,55353,3367
Honda,Corolla,1.12577919,Electric,2014,186992,14049
Mercedes-Benz,Model 3,3.592157096,Hybrid,2019,146066,32874
Mercedes-Benz,A4,3.694355313,Diesel,2007,6813,46245
Toyota,Golf,1.83093508,Electric,2011,184292,46692
BMW,A4,2.35537955,Diesel,2006,78419,6667
Volkswagen,Altima,4.142358424,Petrol,2010,176438,12708
Tesla,Cruze,4.863002728,Diesel,2017,89387,23826
Toyota,Golf,4.582776226,Electric,2019,85793,41022
Mercedes-Benz,Model 3,4.02433997,Hybrid,2013,20395,41663
BMW,3 Series,4.886462303,Electric,2008,158065,26832
Honda,Golf,2.563518091,Petrol,2002,170107,6974
Nissan,Cruze,3.811980474,Diesel,2022,105526,3679
Tesla,C-Class,4.303755186,Petrol,2013,73165,40847
Chevrolet,Golf,2.516681539,Electric,2009,188228,42748
Toyota,C-Class,2.259589977,Diesel,2015,124033,6100
Nissan,Cruze,4.976125718,Diesel,2022,78515,31826
Audi,Altima,1.950997252,Electric,2001,26810,32133
Honda,C-Class,2.472309252,Diesel,2015,55532,15541
Volkswagen,Corolla,2.857653505,Petrol,2018,160571,45874
BMW,Golf,4.552631477,Petrol,2000,19460,13482
Volkswagen,Golf,4.398769485,Petrol,2020,156559,27194
Nissan,Corolla,4.059452086,Diesel,2019,145791,33845
Volkswagen,Civic,3.568752032,Diesel,2014,32667,39684
Mercedes-Benz,Fiesta,1.637071568,Petrol,2004,86959,40398
Ford,C-Class,4.114576826,Electric,2011,3880,29463
Toyota,C-Class,2.46452555,Diesel,2001,84523,47855
Audi,3 Series,3.706748375,Diesel,2002,75109,28622
Tesla,Model 3,3.662845342,Electric,2021,146977,39599
Audi,Model 3,4.599230897,Electric,2013,128197,17168
Mercedes-Benz,Corolla,1.605076046,Petrol,2021,42911,23772
Tesla,Altima,2.593218859,Diesel,2010,197061,23211
Tesla,Golf,4.080146936,Hybrid,2006,16208,32222
Mercedes-Benz,Fiesta,3.905397805,Hybrid,2018,5356,36556
Volkswagen,Model 3,4.168645281,Diesel,2022,157787,19588
Nissan,Corolla,4.649544505,Petrol,2014,189727,23940
Nissan,Altima,2.131509073,Diesel,2022,9509,33880
Volkswagen,A4,1.640055696,Hybrid,2006,104158,1191
Honda,Golf,3.463030894,Hybrid,2001,135988,9686
Audi,3 Series,3.074912234,Diesel,2016,11137,14136
Nissan,C-Class,1.654285,Diesel,2017,25346,43849
Tesla,A4,3.220008794,Petrol,2012,142105,19939
Tesla,Cruze,3.445937591,Diesel,2013,117335,23897
Ford,Fiesta,3.123316895,Petrol,2022,22881,14673
Volkswagen,3 Series,4.705839511,Electric,2022,174002,20139
Audi,A4,1.318047171,Diesel,2010,122787,7310
Ford,Corolla,2.508917559,Hybrid,2012,133084,17025
Chevrolet,3 Series,3.258422427,Petrol,2021,168689,16404
Tesla,Model 3,2.162564855,Electric,2002,169389,45993
Tesla,3 Series,4.223146263,Hybrid,2020,105754,36375
Honda,Model 3,3.904638094,Electric,2010,120583,14006
Tesla,Golf,2.226367754,Petrol,2010,89079,45936
Volkswagen,Fiesta,3.606172877,Diesel,2020,27000,26121
Toyota,Model 3,1.903661872,Hybrid,2012,121593,17226
Volkswagen,C-Class,3.551956823,Petrol,2013,60881,14948
Tesla,Corolla,3.50873015,Electric,2003,142065,3972
Nissan,Cruze,3.195744107,Electric,2013,73509,38813
Chevrolet,Corolla,4.877046631,Diesel,2003,49700,43469
Ford,Fiesta,3.578861924,Hybrid,2016,160832,49079
Honda,Golf,3.382990378,Electric,2017,42941,10618
Ford,A4,2.346869518,Electric,2002,122947,19105
Nissan,Model 3,4.596234111,Electric,2006,88555,27453
Mercedes-Benz,A4,1.264120762,Electric,2019,53343,11540
Tesla,C-Class,3.923585138,Diesel,2016,130597,30162
Honda,Golf,3.863283728,Electric,2013,13285,24951
Toyota,Golf,2.628659167,Hybrid,2020,135217,36109
Nissan,Golf,3.237494928,Diesel,2015,169663,2826
Ford,Golf,1.824692328,Petrol,2015,24414,47935
BMW,Civic,1.308971907,Diesel,2020,102697,10340
Honda,Golf,1.685464221,Petrol,2005,160641,9800
Mercedes-Benz,Civic,2.665669522,Electric,2011,61030,16383
Mercedes-Benz,A4,4.469607224,Hybrid,2014,198307,11207
Tesla,Corolla,2.912336916,Electric,2009,155725,30718
Nissan,3 Series,2.089830232,Hybrid,2005,18620,27506
BMW,Altima,3.087089701,Hybrid,2005,32104,9349
Tesla,Altima,3.039861353,Hybrid,2019,129222,9475
Mercedes-Benz,A4,2.203018249,Hybrid,2004,69194,43832
Chevrolet,Golf,1.648960553,Electric,2022,75270,6451
Audi,Altima,1.768253023,Hybrid,2015,66100,2096
Audi,3 Series,2.632154776,Hybrid,2019,177997,5627
Audi,3 Series,1.667665307,Petrol,2007,110274,20260
Honda,Model 3,3.046749727,Diesel,2020,99789,31054
Toyota,3 Series,1.628749717,Petrol,2007,141114,8239
Tesla,3 Series,4.390260194,Electric,2001,62669,45213
Volkswagen,Altima,2.411691117,Diesel,2020,167194,10564
BMW,Model 3,3.466576931,Diesel,2004,51015,12092
Toyota,Corolla,2.697890079,Diesel,2002,197557,7983
Audi,Altima,3.432361354,Hybrid,2013,138906,41657
Honda,Corolla,2.938559142,Diesel,2020,58166,22831
Audi,Cruze,4.17003688,Hybrid,2004,107958,45253
Audi,Cruze,4.913118296,Hybrid,2010,124848,4021
Volkswagen,C-Class,3.899533885,Hybrid,2003,155118,45485
BMW,3 Series,4.61136117,Electric,2001,199057,34270
Nissan,Golf,1.057721871,Petrol,2021,152848,1045
Audi,Altima,1.93691319,Diesel,2012,97033,37460
Audi,Corolla,1.039790196,Hybrid,2001,80471,2105
Nissan,Civic,2.573268111,Hybrid,2000,142019,5750
Toyota,3 Series,3.235781475,Diesel,2021,136143,30535
Volkswagen,C-Class,2.363452248,Electric,2008,65857,32158
Honda,Cruze,1.175133072,Petrol,2008,3064,40681
Mercedes-Benz,Corolla,1.174659292,Electric,2014,198532,18573
Tesla,Fiesta,2.605741842,Electric,2005,193610,41044
Audi,Cruze,2.380144069,Hybrid,2020,131164,33013
Chevrolet,Corolla,3.466604337,Electric,2003,44626,43419
Audi,Fiesta,4.697727527,Diesel,2020,4267,15938
Mercedes-Benz,Golf,2.7418008,Electric,2022,169366,35392
Toyota,Civic,3.631158269,Diesel,2011,130299,16861
Volkswagen,Golf,4.199651737,Electric,2001,71987,33912
Nissan,Golf,3.601694023,Petrol,2022,90392,26492
Tesla,Golf,2.266546138,Hybrid,2009,28069,28136
Honda,C-Class,4.0670046,Diesel,2018,111211,34759
Honda,A4,1.664280963,Hybrid,2013,90362,23248
Ford,Model 3,3.443802342,Petrol,2007,23286,35258
Nissan,Model 3,1.605275629,Diesel,2010,133164,49533
Honda,3 Series,2.349620571,Diesel,2002,40238,43741
Nissan,A4,2.503638681,Petrol,2003,168244,21344
Tesla,Cruze,3.434540185,Hybrid,2015,139411,5272
Tesla,Model 3,3.431173567,Electric,2021,85511,13986
Honda,Corolla,3.393831856,Hybrid,2002,133645,40468
Mercedes-Benz,Altima,2.471057125,Electric,2012,47074,3571
Tesla,Golf,3.022982337,Electric,2005,92079,1804
Volkswagen,Model 3,2.924440214,Petrol,2001,33740,40982
BMW,A4,1.562615991,Diesel,2008,104337,20011
Volkswagen,C-Class,4.611128709,Hybrid,2009,130984,40526
Chevrolet,Cruze,3.250722021,Hybrid,2021,30478,29674
Chevrolet,Model 3,2.94176926,Diesel,2012,79409,37568
Mercedes-Benz,Golf,4.080458696,Petrol,2011,39924,11581
Chevrolet,Model 3,3.177038194,Petrol,2011,80474,25019
Toyota,Golf,3.865825181,Hybrid,2012,136061,3038
BMW,C-Class,2.683102709,Petrol,2000,162542,1294
BMW,C-Class,3.850393441,Petrol,2016,128227,6316
Tesla,Model 3,2.507696106,Electric,2014,5298,20897
BMW,Altima,1.826972113,Diesel,2011,188412,31806
Chevrolet,C-Class,3.56526779,Diesel,2014,107990,22244
Nissan,Fiesta,3.003186836,Electric,2001,141365,26848
Audi,C-Class,2.651612727,Electric,2001,160982,25920
Toyota,A4,1.96102382,Diesel,2004,182753,19434
Mercedes-Benz,A4,1.746565999,Hybrid,2007,66713,28708
Tesla,Civic,4.349989262,Hybrid,2000,18697,38511
Nissan,C-Class,1.085551817,Diesel,2013,10157,47901
Chevrolet,Fiesta,1.31836214,Electric,2003,130022,9823
Ford,Cruze,1.506594896,Diesel,2011,85952,17536
Tesla,Fiesta,3.493871793,Diesel,2010,188682,35158
Mercedes-Benz,A4,3.5673248,Diesel,2001,17935,38115
Tesla,Golf,3.090233064,Hybrid,2018,81774,31200
Ford,Cruze,2.678226753,Petrol,2022,127524,34577
Chevrolet,C-Class,4.897516285,Diesel,2021,19372,35595
Audi,Cruze,2.650466936,Diesel,2013,28681,26895
Honda,3 Series,2.547939236,Diesel,2009,117717,6890
Chevrolet,A4,2.543362145,Hybrid,2019,151631,30400
Honda,Golf,3.141335008,Electric,2015,99331,32700
Audi,Corolla,2.74734991,Electric,2002,128336,25063
Chevrolet,Fiesta,4.10456127,Petrol,2003,44916,24146
Toyota,Golf,2.836597412,Hybrid,2002,99252,3930
Toyota,Golf,3.013132423,Electric,2015,45924,2950
Toyota,Fiesta,1.823787285,Hybrid,2022,147348,24662
Honda,Golf,1.005469087,Petrol,2009,197624,2618
Chevrolet,Altima,3.059168381,Petrol,2019,28898,30066
Toyota,Corolla,3.574725287,Diesel,2006,169797,35205
Honda,Altima,2.660230826,Petrol,2000,123395,20538
Toyota,C-Class,4.430703985,Hybrid,2002,9433,11728
BMW,Corolla,3.440343988,Diesel,2018,43489,33127
Toyota,3 Series,2.37240609,Electric,2007,161396,4143
BMW,Model 3,3.92120438,Electric,2003,69912,38167
BMW,3 Series,2.731962381,Petrol,2008,181750,20101
Ford,Corolla,4.263480837,Petrol,2021,91147,23953
Audi,Corolla,1.458588976,Hybrid,2004,129368,36208
Nissan,Model 3,2.89406618,Electric,2011,88761,17156
Nissan,C-Class,1.344862343,Electric,2002,174162,15631
Nissan,3 Series,2.431809376,Petrol,2013,14300,36387
Volkswagen,Model 3,4.789213324,Electric,2021,45410,18639
Audi,C-Class,3.058515378,Electric,2004,168494,25657
BMW,Cruze,2.554645604,Hybrid,2011,149422,1034
Chevrolet,Cruze,4.48269596,Petrol,2021,85599,33133
Nissan,Corolla,2.758102063,Hybrid,2012,138712,11807
Audi,A4,1.16788109,Electric,2011,177925,29526
Chevrolet,A4,1.461339026,Electric,2004,130146,5800
Toyota,Corolla,3.713658621,Electric,2016,134847,33382
Toyota,Cruze,1.988511047,Diesel,2005,156458,24503
Mercedes-Benz,Golf,2.397335612,Petrol,2010,86273,22223
Tesla,Fiesta,2.882998326,Diesel,2007,172266,20024
Audi,Model 3,2.334335824,Petrol,2017,114332,10572
Chevrolet,Cruze,4.171326608,Diesel,2008,66653,31303
Nissan,Altima,4.571515257,Electric,2016,169956,27245
BMW,A4,1.589225985,Petrol,2018,37123,1625
Mercedes-Benz,Golf,3.462639134,Hybrid,2012,71877,13018
Honda,Civic,1.122736242,Hybrid,2001,156459,47025
Audi,3 Series,4.932251325,Hybrid,2012,173655,17622
BMW,3 Series,2.779025147,Diesel,2016,160796,11908
Mercedes-Benz,3 Series,1.443263669,Electric,2012,196160,17289
Honda,Fiesta,2.754663055,Petrol,2001,112336,21570
BMW,Altima,1.186861673,Hybrid,2006,198633,39712
Audi,Corolla,3.702329397,Electric,2007,152110,38988
Audi,Model 3,1.274714104,Diesel,2011,63329,47459
Honda,A4,3.222619197,Petrol,2000,164531,4969
Honda,Fiesta,1.414292513,Petrol,2018,113885,19926
Mercedes-Benz,Corolla,3.320573258,Hybrid,2006,85675,26603
Ford,C-Class,3.653975794,Petrol,2007,164483,44374
Chevrolet,C-Class,1.459012509,Hybrid,2005,122724,11344
Mercedes-Benz,3 Series,4.654248956,Diesel,2019,142441,37748
BMW,C-Class,1.539444895,Electric,2006,184239,42981
Ford,Corolla,1.560888043,Diesel,2016,3919,22757
BMW,Golf,3.284279837,Electric,2021,130138,6173
Chevrolet,Model 3,1.623959333,Electric,2003,4257,23311
Volkswagen,Cruze,4.526356803,Petrol,2019,162221,3065
Audi,Cruze,1.12169624,Hybrid,2009,54778,4039
Toyota,Fiesta,3.919617678,Electric,2018,55283,25052
Mercedes-Benz,Golf,3.962129445,Electric,2006,160188,46029
Mercedes-Benz,Fiesta,2.888361372,Petrol,2011,41019,17262
Ford,Corolla,1.981853564,Hybrid,2021,62225,11763
Tesla,Cruze,1.041836695,Hybrid,2018,8242,10020
Volkswagen,Golf,2.588055117,Petrol,2006,22527,45244
Mercedes-Benz,Model 3,4.055515522,Diesel,2003,76456,17772
Toyota,Golf,2.859350943,Petrol,2006,127662,30149
Ford,Fiesta,4.525944128,Hybrid,2001,35266,37062
Toyota,Fiesta,2.292985078,Electric,2017,159568,5598
Toyota,Cruze,4.631312184,Petrol,2017,192077,1904
Volkswagen,Golf,4.656997314,Electric,2004,14807,17000
Chevrolet,Corolla,2.244588768,Diesel,2016,58827,17412
Nissan,3 Series,2.00979923,Hybrid,2004,30504,1439
Volkswagen,Altima,2.908891575,Hybrid,2022,185256,12801
Ford,Civic,1.563673,Electric,2013,147669,26876
Chevrolet,Civic,3.607244213,Electric,2017,100100,13349
Toyota,Fiesta,3.660540148,Petrol,2012,92125,10670
Ford,3 Series,4.090059168,Electric,2007,149213,3601
Mercedes-Benz,C-Class,2.402140709,Petrol,2005,22787,48037
Volkswagen,3 Series,4.041393611,Electric,2012,141935,11065
Nissan,Altima,1.325776277,Petrol,2020,174879,34601
Ford,Civic,2.261564384,Hybrid,2008,99886,3541
Mercedes-Benz,A4,1.382622263,Electric,2000,43851,6450
Chevrolet,A4,3.654716104,Electric,2013,48200,20579
Honda,3 Series,3.33354506,Hybrid,2012,20577,24514
Mercedes-Benz,A4,4.125083237,Hybrid,2018,56334,1329
Audi,Fiesta,3.863316666,Electric,2003,141047,46658
Ford,Fiesta,4.000592229,Hybrid,2010,171844,33718
Tesla,C-Class,2.740834611,Petrol,2015,131482,7269
Honda,Civic,1.773174152,Hybrid,2014,138732,21135
BMW,Altima,4.457259166,Hybrid,2004,77761,28776
Volkswagen,3 Series,4.867544566,Hybrid,2014,123265,38631
Audi,Civic,1.348512894,Diesel,2018,125323,34104
BMW,Cruze,2.057544632,Electric,2011,134888,13534
Nissan,3 Series,2.174691797,Diesel,2014,28636,12938
Chevrolet,Fiesta,3.731801872,Petrol,2001,154898,32087
Volkswagen,3 Series,2.337495953,Diesel,2008,193289,39997
Honda,Model 3,4.388104253,Hybrid,2016,168644,3653
Ford,A4,1.876261862,Diesel,2022,41285,27768
Toyota,Fiesta,4.951855669,Electric,2011,188667,3791
Tesla,Corolla,1.740750004,Hybrid,2002,83169,42976
Chevrolet,Model 3,4.224801945,Petrol,2021,150771,24552
Mercedes-Benz,Cruze,3.916410314,Petrol,2015,30785,16291
Volkswagen,Altima,4.617167076,Electric,2019,62066,28516
Honda,Corolla,1.887007772,Petrol,2001,56209,42764
Ford,Golf,3.012961421,Petrol,2020,21341,27445
Nissan,3 Series,2.881795421,Petrol,2018,34461,41176
Volkswagen,Model 3,3.164925535,Hybrid,2012,17963,4030
Ford,C-Class,4.662350229,Diesel,2011,113436,36788
Mercedes-Benz,Civic,2.69657118,Electric,2015,124516,26745
Nissan,3 Series,2.872044755,Petrol,2014,4361,16166
Audi,Model 3,4.181053042,Electric,2016,25388,14401
Tesla,Model 3,4.300673744,Hybrid,2017,103120,27107
Tesla,Golf,3.872272092,Diesel,2022,183412,13327
Honda,Model 3,3.304877422,Hybrid,2021,62229,32365
BMW,3 Series,1.025642451,Diesel,2021,8287,36380
Toyota,A4,3.032402757,Electric,2004,57820,17569
Toyota,Model 3,4.047103398,Petrol,2000,37770,38040
Ford,Fiesta,1.350195153,Hybrid,2018,117568,5967
Toyota,Altima,2.368765335,Diesel,2000,138435,44585
Mercedes-Benz,Altima,2.493968145,Petrol,2004,57473,12431
Ford,3 Series,4.934044646,Hybrid,2001,77343,19545
Nissan,C-Class,4.594439731,Petrol,2006,149808,39879
Volkswagen,Civic,2.179150702,Electric,2007,75979,48816
Volkswagen,A4,4.693471627,Hybrid,2000,125054,31808
Tesla,Model 3,1.33728081,Electric,2002,142840,11712
Tesla,Model 3,4.923671164,Diesel,2006,110688,16646
Audi,Altima,1.85924202,Hybrid,2009,38990,33616
Chevrolet,A4,1.637336103,Diesel,2015,145870,26287
Volkswagen,A4,2.609921995,Petrol,2021,36764,26298
